Tag,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000164935,-2.38700188854282,-inf,-10.1293916149824,2.35451352012965e-22,4.58790270800885e-21,39.7918119669619
ENSG00000236333,-2.85532428724936,-inf,-10.204567479492,2.43188357646492e-22,4.72918151922632e-21,39.7860844438886
ENSG00000154678,-2.20522216699034,-2.28844504220397,-10.0991523942305,3.04574333420883e-22,5.89462321037621e-21,39.5371777840648
ENSG00000250978,-3.01044405396261,-inf,-10.1390615473073,3.27184118139675e-22,6.32213383269733e-21,39.4825808551028
ENSG00000012171,-2.21066179056566,2.1381856315871,-10.0860204090378,3.4144610670649797e-22,6.5898556185924204e-21,39.4242443541577
ENSG00000107317,-2.1364047785588,4.31893571961219,-10.0785221613688,3.64451576520923e-22,7.02548721308501e-21,39.3598069720628
ENSG00000196581,-2.16216218148109,-inf,-10.0773052624694,3.77329290888434e-22,7.26508381509716e-21,39.3264319070025
ENSG00000163737,-2.45396265182661,-inf,-10.0938325840828,4.45303657143496e-22,8.52656494334219e-21,39.1748017141717
ENSG00000144331,-3.20346110801097,-inf,-10.0431658636284,4.98365144216378e-22,9.50139306139009e-21,39.0507913698318
ENSG00000188487,-2.48124707758767,-inf,-10.0273316109002,6.79555209216811e-22,1.2849939495062001e-20,38.7512058107937
ENSG00000110675,-2.12772356881307,-inf,-10.018593795799,6.87645514847897e-22,1.2992810686261001e-20,38.7369912082698
ENSG00000241684,-2.18591333638968,-inf,-10.0046411544531,7.03931728720155e-22,1.3285036978879001e-20,38.710005094322
ENSG00000260310,-2.21914805346102,-inf,-10.0539191605773,7.2995029287085795e-22,1.3770727633014402e-20,38.6924215462567
ENSG00000165383,-2.82463608831263,-inf,-10.0154540142143,7.87604043470799e-22,1.48066513348357e-20,38.6072083954251
ENSG00000147231,-2.0369042102671,-1.3717567603058,-9.98554993112507,8.15728247538195e-22,1.53116823660153e-20,38.5636604496238
ENSG00000149488,-2.37432869831106,-inf,-10.0020018084354,8.66796374160687e-22,1.62451613556062e-20,38.5117516631239
ENSG00000109906,-3.09310636940765,-inf,-9.95829307010908,1.05009410553768e-21,1.95747691779113e-20,38.3148219178937
ENSG00000198597,-2.38720978456521,-inf,-10.0407704393511,1.20575001454651e-21,2.2416156639983402e-20,38.2121620955805
ENSG00000179399,-2.91191830230953,-inf,-9.94746397854017,1.19380650878948e-21,2.2202608077934302e-20,38.1895054603687
ENSG00000066735,-2.01611029640018,-1.14266047284444,-9.93867058065879,1.22215015651069e-21,2.27036816345374e-20,38.1642122902623
ENSG00000233884,-2.20464725138666,-inf,-10.4134906429219,1.6460584785269002e-21,3.01067007455671e-20,38.0492928350149
ENSG00000198848,-2.7628862984327,3.91518314024141,-9.91493602009109,1.49899144938222e-21,2.76038224576081e-20,37.9624876431371
ENSG00000149534,-2.42304659603279,-inf,-9.9142081138666,1.52562425731492e-21,2.80517449991423e-20,37.9455510069687
ENSG00000137941,-2.02194948670832,-1.20315610702157,-9.90470917324707,1.63667350192005e-21,2.99463185891599e-20,37.8756740818963
ENSG00000226886,-2.38402552741304,-inf,-10.5979243832451,2.29527743956552e-21,4.1574207130289104e-20,37.7795291668668
ENSG00000132854,-2.38237895384267,-1.85929524066367,-9.89133272145243,1.83584763860655e-21,3.3464624041021204e-20,37.762221054718
ENSG00000143768,-2.62925988097435,-inf,-9.89556466888543,1.96448013916835e-21,3.57423591625474e-20,37.6995823258084
ENSG00000227954,-2.57872948419477,-inf,-9.86752842148767,2.32868372971396e-21,4.21478745671916e-20,37.5286960230649
ENSG00000162747,-2.43170914016537,-inf,-9.85785211636498,2.47340566073114e-21,4.46342721479952e-20,37.4682058108222
ENSG00000278931,-2.21482912549437,-inf,-9.91173225619184,2.54135938535675e-21,4.5826509109529404e-20,37.4615061652116
ENSG00000030304,-2.36956465070596,-inf,-9.82504485516464,3.7337603968137e-21,6.673392938725821e-20,37.0669038698035
ENSG00000168703,-2.9396089032701,-inf,-9.90865397544187,3.8820288887033604e-21,6.933295035072301e-20,37.0595745116686
ENSG00000158164,-2.10124588035015,-inf,-9.79928648039549,4.07834379046945e-21,7.27856309898802e-20,36.9742156426642
ENSG00000171368,-2.12252792523595,1.28259485003882,-9.7939757137286,4.2209802452451e-21,7.52207469666947e-20,36.9398035402572
ENSG00000144278,-3.03186616218193,-inf,-9.79554013367265,4.25694635405847e-21,7.583387902059371e-20,36.9323406664236
ENSG00000173376,-2.52703923765401,3.72145303564349,-9.75978765930324,5.6466270565500404e-21,9.98577638526792e-20,36.6523937388193
ENSG00000136244,-2.3445572507311,1.23919691815599,-9.72979375500915,7.28458467548527e-21,1.27847223356648e-19,36.400841869886
ENSG00000130598,-2.05868626403383,0.295669948373194,-9.70211721895537,9.21002744187649e-21,1.6007857782291601e-19,36.169223196476
ENSG00000172236,-2.2229722310729,2.78513160508806,-9.70116851141137,9.28429123059551e-21,1.61254003192727e-19,36.1612921660057
ENSG00000169174,-3.07666154310383,-inf,-9.69967593780326,9.50156079917139e-21,1.6496868530093998e-19,36.1389014339993
ENSG00000224525,-2.05588331016889,-inf,-9.99046454684809,1.10077866768997e-20,1.9043980389366102e-19,36.1199978742645
ENSG00000254453,-2.32549880264355,-inf,-9.77001184307793,1.12087514562358e-20,1.9350326625885998e-19,36.0283573247514
ENSG00000122420,-2.54393656471566,-inf,-9.66666000431336,1.2493966224196101e-20,2.1500328491404402e-19,35.8683033392142
ENSG00000165966,-2.34926566741631,-inf,-9.6715197747506,1.30581307310257e-20,2.2391883526310997e-19,35.828404926629
ENSG00000170367,-2.44643783180032,-inf,-9.69858670164472,1.4487176035986002e-20,2.47899047120004e-19,35.7403141330884
ENSG00000160111,-2.4125917734056,0.824057866123087,-9.63589113830032,1.6112180583189202e-20,2.74353062298964e-19,35.6169399567092
ENSG00000225670,-2.30404160853145,-inf,-9.63480395418782,1.9867084633627102e-20,3.36053154173468e-19,35.4189291054407
ENSG00000261340,-2.08430187085499,-inf,-10.0849783541719,2.60560017437103e-20,4.3738981579934e-19,35.3400948020716
ENSG00000265190,-3.13413837557541,-inf,-9.60398181409868,2.40309565109327e-20,4.0395447719190404e-19,35.2280552066336
ENSG00000205221,-2.21339489772836,-inf,-9.61567729619918,2.91630323060909e-20,4.87190058775902e-19,35.060179926542
ENSG00000168874,-2.50006432864442,1.51431401209865,-9.56053551491924,3.0345418561359e-20,5.060728571813191e-19,34.9918818646941
ENSG00000138650,-2.3195103989803,-inf,-9.56900633642135,3.0673634464426e-20,5.108453098244381e-19,34.9849275102333
ENSG00000141052,-2.54469783576049,-inf,-9.55747680850314,3.14444616891396e-20,5.22965949591759e-19,34.9572051304265
ENSG00000119698,-2.46296737013905,-inf,-9.544610121878,3.5547364048415804e-20,5.8898576565321e-19,34.8368016503457
ENSG00000205240,-2.13051458419446,-inf,-9.74371591752181,4.05072550703076e-20,6.67977969002966e-19,34.8058525399543
ENSG00000258545,-2.63200998984999,-inf,-9.50857848167226,4.7548899019682e-20,7.79336878805898e-19,34.549180626579
ENSG00000163283,-3.09517170670176,-inf,-9.49267355718837,6.197172226724591e-20,1.00555585543284e-18,34.2937465759681
ENSG00000213981,-2.1764255980267,-inf,-9.49367650090352,7.571795145731191e-20,1.22126295618021e-18,34.1107872338677
ENSG00000140807,-2.02538732092648,-0.809868758340355,-9.42606606766203,9.30840391729646e-20,1.4909706828241799e-18,33.8854502502695
ENSG00000081041,-2.0533896022003,4.09794497775627,-9.41596957797685,1.0121034705928999e-19,1.6189990902041899e-18,33.8028418870575
ENSG00000248890,-2.69490776832871,-inf,-9.41537570802642,1.0218972536821501e-19,1.6341277011250799e-18,33.793557675917
ENSG00000144285,-2.9046528187333,-inf,-9.42189741357853,1.05669062825215e-19,1.68643659971e-18,33.7646089926113
ENSG00000170549,-3.35046507702014,-inf,-9.40914137998832,1.3656483700302998e-19,2.16671282528118e-18,33.5186039315546
ENSG00000175967,-2.03374410680941,-inf,-9.43964484012573,2.35185371646268e-19,3.6679407913651e-18,33.0298882418617
ENSG00000167633,-2.16986273393155,-inf,-9.3952095713281,2.32153785109938e-19,3.6276454967806e-18,33.0149142969392
ENSG00000064886,-2.21094343873688,1.71483311915581,-9.31437349876063,2.3411506345956603e-19,3.6535933651074296e-18,32.9752510208969
ENSG00000140067,-2.83243539855838,-inf,-9.35588580359125,2.44098739384929e-19,3.8045113655835196e-18,32.9524396418353
ENSG00000016402,-2.15590039167569,0.397554512260097,-9.28334683810862,3.0205407567671103e-19,4.6763051658684695e-18,32.7238430751146
ENSG00000169224,-2.16740902652968,-inf,-9.28772446965993,3.09223382622606e-19,4.78577347939834e-18,32.7035847252827
ENSG00000137561,-2.37882857325973,-inf,-9.31333710215117,3.1659079841101503e-19,4.8966782400955006e-18,32.6916814253994
ENSG00000112530,-2.45280999236396,-inf,-9.27852864599952,3.3649793600772404e-19,5.19466016396677e-18,32.6206364458118
ENSG00000114771,-3.15171016651339,-inf,-9.2788733129927,3.37125682341374e-19,5.20104659833135e-18,32.6190261941897
ENSG00000180509,-2.01171104082171,-inf,-9.22754426790716,4.87521975884569e-19,7.41536947169403e-18,32.2526119172823
ENSG00000185008,-2.39728228449789,-1.81703460319598,-9.22268575818979,4.96198296328453e-19,7.53790203397119e-18,32.2341194449762
ENSG00000154529,-2.11141636999314,-inf,-9.20239107697414,6.67746324070856e-19,1.0043475119427901e-17,31.947756597095
ENSG00000182782,-2.13880127364913,0.995693613351037,-9.18338426401982,6.83551372760153e-19,1.0278015489488e-17,31.9181184147146
ENSG00000132554,-2.35729458557241,-inf,-9.1688809770919,7.757489116574581e-19,1.1621168267514601e-17,31.7937389419536
ENSG00000177725,-2.677240660944,-inf,-9.35181938024424,1.20614390295716e-18,1.78323624131455e-17,31.4635217621355
ENSG00000152254,-2.00939018652315,-inf,-9.50351358141222,1.4464098553598e-18,2.12360059640243e-17,31.4411051534581
ENSG00000250431,-2.30318774570481,-inf,-9.51552342680862,1.32781167246901e-18,1.9571629920223402e-17,31.4397499515316
ENSG00000175785,-2.54770789772107,-inf,-9.13962610378013,1.15108834250867e-18,1.70495093510801e-17,31.4124923469774
ENSG00000236581,-2.30216273451211,-inf,-9.13620969870228,1.1775677803222399e-18,1.74310878526714e-17,31.3898158397442
ENSG00000163421,-2.02286397960547,-inf,-9.13114007105398,1.2382348568989598e-18,1.8290121380157702e-17,31.3461329889654
ENSG00000154479,-2.01414568756338,-inf,-9.09971795528115,1.35862801190377e-18,2.00113846665341e-17,31.2409914218926
ENSG00000112936,-2.60923637920024,3.2530204088834,-9.07589336600859,1.63319426588503e-18,2.38845446100557e-17,31.0590355632161
ENSG00000228307,-2.17224692200388,-inf,-9.22509331150258,1.76612445921133e-18,2.57048069315044e-17,31.0521708798716
ENSG00000154146,-2.12386574166902,3.66087517909271,-9.07288168172857,1.6733589518946698e-18,2.4413156705261302e-17,31.0350757135436
ENSG00000112319,-2.43006246375856,-inf,-9.04901090186578,2.05333298113282e-18,2.97424211279021e-17,30.8339161183892
ENSG00000162598,-3.24398413678018,-inf,-9.03372004794642,3.15153987684611e-18,4.4966348618640803e-17,30.4275721441072
ENSG00000105695,-2.31915888100862,-inf,-9.06223469494646,3.2516264668074196e-18,4.63128052190622e-17,30.4104004119931
ENSG00000163751,-2.23136977267909,3.167487782019,-8.99097731459111,3.23257153578639e-18,4.60684102418215e-17,30.3857861414832
ENSG00000106178,-2.26154654048012,-inf,-8.98901577795198,3.37747575328418e-18,4.80630129377309e-17,30.3440450848018
ENSG00000186952,-2.29196096656223,-inf,-8.97998814842541,3.55812766483537e-18,5.0515433867369205e-17,30.2915981792583
ENSG00000233009,-2.15299007507358,-inf,-9.01305620337644,4.11988629012995e-18,5.804990259247471e-17,30.1796957164609
ENSG00000241717,-2.04458623753792,-inf,-8.96767889638422,4.54696133491179e-18,6.39562026028099e-17,30.0576972848887
ENSG00000115008,-2.39247098222028,-inf,-8.95056240934862,4.53721422309792e-18,6.38375795019946e-17,30.0523634876576
ENSG00000120051,-2.0620348518393,-inf,-8.94321560442582,4.77330715973656e-18,6.70428924976062e-17,30.0019282282069
ENSG00000100078,-2.90470303447518,-inf,-8.95171021856003,4.8999889432715895e-18,6.87228752312177e-17,29.9811658720763
ENSG00000138759,-2.05997089414471,-0.802040553937238,-8.93819876713749,4.9295115412028195e-18,6.90771258269416e-17,29.9697609023577
ENSG00000146221,-2.77412485531319,-inf,-8.93189376201328,5.90802043551577e-18,8.23378460294695e-17,29.8038299468261
ENSG00000183644,-3.10162741541466,-inf,-8.91611062326848,6.2627203175484694e-18,8.70315754280534e-17,29.7372227914826
ENSG00000259094,-3.04037027510679,-inf,-8.97611435652441,7.98823151525537e-18,1.10097585634392e-16,29.5364978159802
ENSG00000255794,-2.57554237777902,-inf,-8.94157102516682,8.00115684507885e-18,1.10244462489452e-16,29.5201545684359
ENSG00000187821,-2.25891529234229,-inf,-9.21193826621762,9.47245212738109e-18,1.29343286326029e-16,29.4935665937477
ENSG00000157551,-2.28237361315498,1.64376415578599,-8.8644095485153,8.86485878116827e-18,1.21422080661904e-16,29.3912553252884
ENSG00000019102,-2.71933315341486,3.03552388936654,-8.8449566035048,1.03419135157738e-17,1.4062282348239002e-16,29.2393563233667
ENSG00000250986,-2.09990764557801,-inf,-8.81624010074924,1.44643422934632e-17,1.93880420775131e-16,28.9148044952093
ENSG00000181126,-2.41226606153967,-inf,-8.73040472432711,2.5773823441576e-17,3.38613273260414e-16,28.3400833440963
ENSG00000197320,-2.08358851712094,-inf,-8.7639440513137,2.6779534053955602e-17,3.51256414688281e-16,28.3196627846836
ENSG00000164972,-2.91302790658063,-inf,-8.72132350257066,2.7673612756823702e-17,3.62201604940307e-16,28.2700074207731
ENSG00000170509,-2.43742022650273,-1.4882961198017,-8.71209451354966,2.94297381599688e-17,3.84254966512628e-16,28.2087664237341
ENSG00000115665,-2.59107343662674,-inf,-8.78263876298081,3.51994378807925e-17,4.56643641936165e-16,28.0798439804798
ENSG00000197253,-2.29274230300018,2.67080923038422,-8.69012261760986,3.49462799888374e-17,4.53601594182033e-16,28.0394944010726
ENSG00000265752,-2.00654070201984,-inf,-8.70316499571675,3.56880193230962e-17,4.62734971996934e-16,28.0259598326125
